1: result: 22816, correct: 22816, passed: yes
1316: result: 46085, correct: 46085, passed: yes
1317: result: 54660, correct: 54660, passed: yes
1318: result: 40697, correct: 40697, passed: yes
1319: result: 20658, correct: 20658, passed: yes
1320: result: 79335, correct: 79335, passed: yes
1321: result: 36440, correct: 36440, passed: yes
1322: result: 59265, correct: 59265, passed: yes
1323: result: 48800, correct: 48800, passed: yes
1324: result: 40589, correct: 40589, passed: yes
1325: result: 49920, correct: 49920, passed: yes
1326: result: 56931, correct: 56931, passed: yes
1327: result: 21381, correct: 21381, passed: yes
1328: result: 45029, correct: 45029, passed: yes
1329: result: 20440, correct: 20440, passed: yes
1330: result: 70616, correct: 70616, passed: yes
1331: result: 52077, correct: 52077, passed: yes
1332: result: 68619, correct: 68619, passed: yes
1333: result: 61522, correct: 61522, passed: yes
1334: result: 16943, correct: 16943, passed: yes
1335: result: 27627, correct: 27627, passed: yes
1336: result: 43293, correct: 43293, passed: yes
1337: result: 27567, correct: 27567, passed: yes
1338: result: 66961, correct: 66961, passed: yes
1339: result: 36481, correct: 36481, passed: yes
1340: result: 45317, correct: 45317, passed: yes
1341: result: 16531, correct: 16531, passed: yes
1342: result: 95717, correct: 95717, passed: yes
1343: result: 38325, correct: 38325, passed: yes
1344: result: 76961, correct: 76961, passed: yes
1345: result: 63310, correct: 63310, passed: yes
1346: result: 65680, correct: 65680, passed: yes
1347: result: 69496, correct: 69496, passed: yes
1348: result: 40540, correct: 40540, passed: yes
1349: result: 40433, correct: 40433, passed: yes
1350: result: 67493, correct: 67493, passed: yes
1351: result: 73157, correct: 73157, passed: yes
1352: result: 44352, correct: 44352, passed: yes
1353: result: 71662, correct: 71662, passed: yes
1354: result: 70588, correct: 70588, passed: yes
1355: result: 37588, correct: 37588, passed: yes
1356: result: 65910, correct: 65910, passed: yes
1357: result: 55587, correct: 55587, passed: yes
1358: result: 72053, correct: 72053, passed: yes
1359: result: 67797, correct: 67797, passed: yes
1360: result: 85476, correct: 85476, passed: yes
1361: result: 30097, correct: 30097, passed: yes
1362: result: 55175, correct: 55175, passed: yes
1363: result: 38506, correct: 38506, passed: yes
1364: result: 57959, correct: 57959, passed: yes
1365: result: 56287, correct: 56287, passed: yes
1366: result: 83039, correct: 83039, passed: yes
1367: result: 19107, correct: 19107, passed: yes
1368: result: 22552, correct: 22552, passed: yes
1369: result: 42167, correct: 42167, passed: yes
1370: result: 60824, correct: 60824, passed: yes
1371: result: 76633, correct: 76633, passed: yes
1372: result: 83189, correct: 83189, passed: yes
1373: result: 36300, correct: 36300, passed: yes
1374: result: 67701, correct: 67701, passed: yes
1375: result: 43856, correct: 43856, passed: yes
1376: result: 6144, correct: 6144, passed: yes
1377: result: 45259, correct: 45259, passed: yes
1378: result: 24892, correct: 24892, passed: yes
1379: result: 58189, correct: 58189, passed: yes
1380: result: 64252, correct: 64252, passed: yes
1381: result: 31634, correct: 31634, passed: yes
1382: result: 43927, correct: 43927, passed: yes
1383: result: 47410, correct: 47410, passed: yes
1384: result: 72828, correct: 72828, passed: yes
1385: result: 86201, correct: 86201, passed: yes
1386: result: 9155, correct: 9155, passed: yes
1387: result: 12812, correct: 12812, passed: yes
1388: result: 52087, correct: 52087, passed: yes
1389: result: 35409, correct: 35409, passed: yes
1390: result: 25898, correct: 25898, passed: yes
1391: result: 88792, correct: 88792, passed: yes
1392: result: 10939, correct: 10939, passed: yes
1393: result: 75422, correct: 75422, passed: yes
1394: result: 89810, correct: 89810, passed: yes
1395: result: 14027, correct: 14027, passed: yes
1396: result: 55961, correct: 55961, passed: yes
1397: result: 37916, correct: 37916, passed: yes
1398: result: 69813, correct: 69813, passed: yes
1399: result: 40919, correct: 40919, passed: yes
1400: result: 88328, correct: 88328, passed: yes
1401: result: 30133, correct: 30133, passed: yes
1402: result: 74696, correct: 74696, passed: yes
1403: result: 92460, correct: 92460, passed: yes
1404: result: 71964, correct: 71964, passed: yes
1405: result: 26928, correct: 26928, passed: yes
1406: result: 36892, correct: 36892, passed: yes
1407: result: 38321, correct: 38321, passed: yes
1408: result: 11264, correct: 11264, passed: yes
1409: result: 39419, correct: 39419, passed: yes
1410: result: 74419, correct: 74419, passed: yes
1411: result: 60852, correct: 60852, passed: yes
1412: result: 56240, correct: 56240, passed: yes
1413: result: 23989, correct: 23989, passed: yes
1414: result: 68381, correct: 68381, passed: yes
1415: result: 36026, correct: 36026, passed: yes
1416: result: 86596, correct: 86596, passed: yes
1417: result: 51500, correct: 51500, passed: yes
1418: result: 47033, correct: 47033, passed: yes
1419: result: 78365, correct: 78365, passed: yes
1420: result: 23682, correct: 23682, passed: yes
1421: result: 27600, correct: 27600, passed: yes
1422: result: 68577, correct: 68577, passed: yes
1423: result: 27548, correct: 27548, passed: yes
1424: result: 34324, correct: 34324, passed: yes
1425: result: 36913, correct: 36913, passed: yes
1426: result: 52326, correct: 52326, passed: yes
1427: result: 19123, correct: 19123, passed: yes
1428: result: 8724, correct: 8724, passed: yes
1429: result: 17169, correct: 17169, passed: yes
1430: result: 23870, correct: 23870, passed: yes
1431: result: 20965, correct: 20965, passed: yes
1432: result: 49360, correct: 49360, passed: yes
1433: result: 72542, correct: 72542, passed: yes
1434: result: 51722, correct: 51722, passed: yes
1435: result: 61941, correct: 61941, passed: yes
1436: result: 20909, correct: 20909, passed: yes
1437: result: 57686, correct: 57686, passed: yes
1438: result: 36276, correct: 36276, passed: yes
1439: result: 41443, correct: 41443, passed: yes
1440: result: 50336, correct: 50336, passed: yes
1441: result: 44629, correct: 44629, passed: yes
1442: result: 19414, correct: 19414, passed: yes
1443: result: 29722, correct: 29722, passed: yes
1444: result: 39653, correct: 39653, passed: yes
1445: result: 78354, correct: 78354, passed: yes
1446: result: 69730, correct: 69730, passed: yes
1447: result: 25979, correct: 25979, passed: yes
1448: result: 12945, correct: 12945, passed: yes
1449: result: 70831, correct: 70831, passed: yes
1450: result: 37963, correct: 37963, passed: yes
1451: result: 69016, correct: 69016, passed: yes
1452: result: 67941, correct: 67941, passed: yes
1453: result: 45426, correct: 45426, passed: yes
1454: result: 55167, correct: 55167, passed: yes
1455: result: 56928, correct: 56928, passed: yes
1456: result: 48429, correct: 48429, passed: yes
1457: result: 46479, correct: 46479, passed: yes
1458: result: 42075, correct: 42075, passed: yes
1459: result: 71340, correct: 71340, passed: yes
1460: result: 7171, correct: 7171, passed: yes
1461: result: 52420, correct: 52420, passed: yes
1462: result: 13639, correct: 13639, passed: yes
1463: result: 49793, correct: 49793, passed: yes
1464: result: 62683, correct: 62683, passed: yes
1465: result: 45155, correct: 45155, passed: yes
1466: result: 38085, correct: 38085, passed: yes
1467: result: 51156, correct: 51156, passed: yes
1468: result: 68194, correct: 68194, passed: yes
1469: result: 49953, correct: 49953, passed: yes
1470: result: 21938, correct: 21938, passed: yes
1471: result: 27359, correct: 27359, passed: yes
1472: result: 26677, correct: 26677, passed: yes
1473: result: 10620, correct: 10620, passed: yes
1474: result: 58775, correct: 58775, passed: yes
1475: result: 68791, correct: 68791, passed: yes
1476: result: 18472, correct: 18472, passed: yes
1477: result: 25936, correct: 25936, passed: yes
1478: result: 65480, correct: 65480, passed: yes
1479: result: 63443, correct: 63443, passed: yes
1480: result: 15350, correct: 15350, passed: yes
1481: result: 80210, correct: 80210, passed: yes
1482: result: 52888, correct: 52888, passed: yes
1483: result: 24791, correct: 24791, passed: yes
1484: result: 26339, correct: 26339, passed: yes
1485: result: 51626, correct: 51626, passed: yes
1486: result: 23961, correct: 23961, passed: yes
1487: result: 38206, correct: 38206, passed: yes
1488: result: 46638, correct: 46638, passed: yes
1489: result: 68118, correct: 68118, passed: yes
1490: result: 35622, correct: 35622, passed: yes
1491: result: 50443, correct: 50443, passed: yes
1492: result: 51285, correct: 51285, passed: yes
1493: result: 4446, correct: 4446, passed: yes
1494: result: 62284, correct: 62284, passed: yes
1495: result: 10371, correct: 10371, passed: yes
1496: result: 33713, correct: 33713, passed: yes
1497: result: 50096, correct: 50096, passed: yes
1498: result: 55423, correct: 55423, passed: yes
1499: result: 33594, correct: 33594, passed: yes
1500: result: 69815, correct: 69815, passed: yes
1501: result: 37671, correct: 37671, passed: yes
1502: result: 11273, correct: 11273, passed: yes
1503: result: 32675, correct: 32675, passed: yes
1504: result: 25720, correct: 25720, passed: yes
1505: result: 35702, correct: 35702, passed: yes
1506: result: 29127, correct: 29127, passed: yes
1507: result: 43251, correct: 43251, passed: yes
1508: result: 61069, correct: 61069, passed: yes
1509: result: 8683, correct: 8683, passed: yes
1510: result: 73979, correct: 73979, passed: yes
1511: result: 39762, correct: 39762, passed: yes
1512: result: 55584, correct: 55584, passed: yes
1513: result: 12768, correct: 12768, passed: yes
1514: result: 25066, correct: 25066, passed: yes
1515: result: 25164, correct: 25164, passed: yes
1516: result: 42998, correct: 42998, passed: yes
1517: result: 24071, correct: 24071, passed: yes
1518: result: 30126, correct: 30126, passed: yes
1519: result: 56978, correct: 56978, passed: yes
1520: result: 77901, correct: 77901, passed: yes
1521: result: 49786, correct: 49786, passed: yes
1522: result: 20594, correct: 20594, passed: yes
1523: result: 17990, correct: 17990, passed: yes
1524: result: 8699, correct: 8699, passed: yes
1525: result: 52731, correct: 52731, passed: yes
1526: result: 71428, correct: 71428, passed: yes
1527: result: 59085, correct: 59085, passed: yes
1528: result: 16603, correct: 16603, passed: yes
1529: result: 47827, correct: 47827, passed: yes
1530: result: 82887, correct: 82887, passed: yes
1531: result: 52333, correct: 52333, passed: yes
1532: result: 34338, correct: 34338, passed: yes
1533: result: 91397, correct: 91397, passed: yes
1534: result: 37055, correct: 37055, passed: yes
1535: result: 26056, correct: 26056, passed: yes
1536: result: 40446, correct: 40446, passed: yes
1537: result: 55056, correct: 55056, passed: yes
1538: result: 12199, correct: 12199, passed: yes
1539: result: 45420, correct: 45420, passed: yes
1540: result: 56298, correct: 56298, passed: yes
1541: result: 88505, correct: 88505, passed: yes
1542: result: 72287, correct: 72287, passed: yes
1543: result: 34990, correct: 34990, passed: yes
1544: result: 35846, correct: 35846, passed: yes
1545: result: 21371, correct: 21371, passed: yes
1546: result: 39235, correct: 39235, passed: yes
1547: result: 28767, correct: 28767, passed: yes
1548: result: 31598, correct: 31598, passed: yes
1549: result: 1249, correct: 1249, passed: yes
1550: result: 55207, correct: 55207, passed: yes
1551: result: 26952, correct: 26952, passed: yes
1552: result: 84375, correct: 84375, passed: yes
1553: result: 66385, correct: 66385, passed: yes
1554: result: 16900, correct: 16900, passed: yes
1555: result: 17548, correct: 17548, passed: yes
1556: result: 62085, correct: 62085, passed: yes
1557: result: 61909, correct: 61909, passed: yes
1558: result: 55134, correct: 55134, passed: yes
1559: result: 27064, correct: 27064, passed: yes
1560: result: 27822, correct: 27822, passed: yes
1561: result: 10127, correct: 10127, passed: yes
1562: result: 24165, correct: 24165, passed: yes
1563: result: 97460, correct: 97460, passed: yes
1564: result: 30296, correct: 30296, passed: yes
1565: result: 7735, correct: 7735, passed: yes
1566: result: 10112, correct: 10112, passed: yes
1567: result: 56062, correct: 56062, passed: yes
1568: result: 95671, correct: 95671, passed: yes
1569: result: 34949, correct: 34949, passed: yes
1570: result: 45028, correct: 45028, passed: yes
1571: result: 30093, correct: 30093, passed: yes
1572: result: 17803, correct: 17803, passed: yes
1573: result: 45819, correct: 45819, passed: yes
1574: result: 60809, correct: 60809, passed: yes
1575: result: 64849, correct: 64849, passed: yes
1576: result: 60191, correct: 60191, passed: yes
1577: result: 31748, correct: 31748, passed: yes
1578: result: 92304, correct: 92304, passed: yes
1579: result: 27197, correct: 27197, passed: yes
1580: result: 82052, correct: 82052, passed: yes
1581: result: 72230, correct: 72230, passed: yes
1582: result: 13438, correct: 13438, passed: yes
1583: result: 90852, correct: 90852, passed: yes
1584: result: 28561, correct: 28561, passed: yes
1585: result: 71421, correct: 71421, passed: yes
1586: result: 73597, correct: 73597, passed: yes
1587: result: 38178, correct: 38178, passed: yes
1588: result: 67903, correct: 67903, passed: yes
1589: result: 49479, correct: 49479, passed: yes
1590: result: 44937, correct: 44937, passed: yes
1591: result: 26644, correct: 26644, passed: yes
1592: result: 65705, correct: 65705, passed: yes
1593: result: 2880, correct: 2880, passed: yes
1594: result: 72715, correct: 72715, passed: yes
1595: result: 33568, correct: 33568, passed: yes
1596: result: 55048, correct: 55048, passed: yes
1597: result: 46012, correct: 46012, passed: yes
1598: result: 86909, correct: 86909, passed: yes
1599: result: 33120, correct: 33120, passed: yes
1600: result: 49788, correct: 49788, passed: yes
1601: result: 93722, correct: 93722, passed: yes
1602: result: 69084, correct: 69084, passed: yes
1603: result: 82586, correct: 82586, passed: yes
1604: result: 45001, correct: 45001, passed: yes
1605: result: 59468, correct: 59468, passed: yes
1606: result: 39861, correct: 39861, passed: yes
1607: result: 75352, correct: 75352, passed: yes
1608: result: 80753, correct: 80753, passed: yes
1609: result: 72150, correct: 72150, passed: yes
1610: result: 28369, correct: 28369, passed: yes
1611: result: 21058, correct: 21058, passed: yes
1612: result: 27052, correct: 27052, passed: yes
1613: result: 61304, correct: 61304, passed: yes
1614: result: 16695, correct: 16695, passed: yes
1615: result: 56360, correct: 56360, passed: yes
1616: result: 19073, correct: 19073, passed: yes
1617: result: 31699, correct: 31699, passed: yes
1618: result: 29398, correct: 29398, passed: yes
1619: result: 7497, correct: 7497, passed: yes
1620: result: 63247, correct: 63247, passed: yes
1621: result: 32907, correct: 32907, passed: yes
1622: result: 12767, correct: 12767, passed: yes
1623: result: 62768, correct: 62768, passed: yes
1624: result: 9274, correct: 9274, passed: yes
1625: result: 58728, correct: 58728, passed: yes
1626: result: 62021, correct: 62021, passed: yes
1627: result: 59781, correct: 59781, passed: yes
1628: result: 63632, correct: 63632, passed: yes
1629: result: 19836, correct: 19836, passed: yes
1630: result: 42057, correct: 42057, passed: yes
1631: result: 14509, correct: 14509, passed: yes
1632: result: 56560, correct: 56560, passed: yes
1633: result: 25906, correct: 25906, passed: yes
1634: result: 64398, correct: 64398, passed: yes
1635: result: 60181, correct: 60181, passed: yes
1636: result: 70275, correct: 70275, passed: yes
1637: result: 15719, correct: 15719, passed: yes
1638: result: 89075, correct: 89075, passed: yes
1639: result: 15910, correct: 15910, passed: yes
1640: result: 39267, correct: 39267, passed: yes
1641: result: 22216, correct: 22216, passed: yes
1642: result: 53583, correct: 53583, passed: yes
1643: result: 40081, correct: 40081, passed: yes
1644: result: 27523, correct: 27523, passed: yes
1645: result: 81547, correct: 81547, passed: yes
1646: result: 67422, correct: 67422, passed: yes
1647: result: 83779, correct: 83779, passed: yes
1648: result: 28501, correct: 28501, passed: yes
1649: result: 50352, correct: 50352, passed: yes
1650: result: 5939, correct: 5939, passed: yes
1651: result: 52436, correct: 52436, passed: yes
1652: result: 12975, correct: 12975, passed: yes
1653: result: 33781, correct: 33781, passed: yes
1654: result: 35862, correct: 35862, passed: yes
1655: result: 51267, correct: 51267, passed: yes
1656: result: 65846, correct: 65846, passed: yes
1657: result: 22271, correct: 22271, passed: yes
1658: result: 21623, correct: 21623, passed: yes
1659: result: 62603, correct: 62603, passed: yes
1660: result: 44826, correct: 44826, passed: yes
1661: result: 13725, correct: 13725, passed: yes
1662: result: 38368, correct: 38368, passed: yes
1663: result: 39822, correct: 39822, passed: yes
1664: result: 3664, correct: 3664, passed: yes
1665: result: 46052, correct: 46052, passed: yes
1666: result: 7184, correct: 7184, passed: yes
1667: result: 85218, correct: 85218, passed: yes
1668: result: 22867, correct: 22867, passed: yes
1669: result: 59736, correct: 59736, passed: yes
1670: result: 64567, correct: 64567, passed: yes
1671: result: 46735, correct: 46735, passed: yes
1672: result: 16135, correct: 16135, passed: yes
1673: result: 62721, correct: 62721, passed: yes
1674: result: 66283, correct: 66283, passed: yes
1675: result: 8587, correct: 8587, passed: yes
1676: result: 32835, correct: 32835, passed: yes
1677: result: 47738, correct: 47738, passed: yes
1678: result: 73298, correct: 73298, passed: yes
1679: result: 60077, correct: 60077, passed: yes
1680: result: 10765, correct: 10765, passed: yes
1681: result: 40510, correct: 40510, passed: yes
1682: result: 72634, correct: 72634, passed: yes
1683: result: 36752, correct: 36752, passed: yes
1684: result: 44989, correct: 44989, passed: yes
1685: result: 81243, correct: 81243, passed: yes
1686: result: 63062, correct: 63062, passed: yes
1687: result: 63954, correct: 63954, passed: yes
1688: result: 41506, correct: 41506, passed: yes
1689: result: 18071, correct: 18071, passed: yes
1690: result: 77763, correct: 77763, passed: yes
1691: result: 59761, correct: 59761, passed: yes
1692: result: 33861, correct: 33861, passed: yes
1693: result: 24099, correct: 24099, passed: yes
1694: result: 31489, correct: 31489, passed: yes
1695: result: 35362, correct: 35362, passed: yes
1696: result: 15669, correct: 15669, passed: yes
1697: result: 40537, correct: 40537, passed: yes
1698: result: 57978, correct: 57978, passed: yes
1699: result: 62935, correct: 62935, passed: yes
1700: result: 16549, correct: 16549, passed: yes
1701: result: 32998, correct: 32998, passed: yes
1702: result: 28556, correct: 28556, passed: yes
1703: result: 62572, correct: 62572, passed: yes
1704: result: 46190, correct: 46190, passed: yes
1705: result: 25962, correct: 25962, passed: yes
1706: result: 26453, correct: 26453, passed: yes
1707: result: 12982, correct: 12982, passed: yes
1708: result: 57436, correct: 57436, passed: yes
1709: result: 25306, correct: 25306, passed: yes
1710: result: 84277, correct: 84277, passed: yes
1711: result: 48027, correct: 48027, passed: yes
1712: result: 23948, correct: 23948, passed: yes
1713: result: 19921, correct: 19921, passed: yes
1714: result: 62244, correct: 62244, passed: yes
1715: result: 35457, correct: 35457, passed: yes
1716: result: 58397, correct: 58397, passed: yes
1717: result: 28120, correct: 28120, passed: yes
1718: result: 55355, correct: 55355, passed: yes
1719: result: 29566, correct: 29566, passed: yes
1720: result: 63554, correct: 63554, passed: yes
1721: result: 30212, correct: 30212, passed: yes
1722: result: 51257, correct: 51257, passed: yes
1723: result: 79973, correct: 79973, passed: yes
1724: result: 36831, correct: 36831, passed: yes
1725: result: 45034, correct: 45034, passed: yes
1726: result: 29349, correct: 29349, passed: yes
1727: result: 65609, correct: 65609, passed: yes
1728: result: 35736, correct: 35736, passed: yes
1729: result: 46786, correct: 46786, passed: yes
1730: result: 23360, correct: 23360, passed: yes
1731: result: 83211, correct: 83211, passed: yes
1732: result: 39983, correct: 39983, passed: yes
1733: result: 79843, correct: 79843, passed: yes
1734: result: 56382, correct: 56382, passed: yes
1735: result: 17295, correct: 17295, passed: yes
1736: result: 47615, correct: 47615, passed: yes
1737: result: 25938, correct: 25938, passed: yes
1738: result: 73742, correct: 73742, passed: yes
1739: result: 25997, correct: 25997, passed: yes
1740: result: 6465, correct: 6465, passed: yes
1741: result: 18244, correct: 18244, passed: yes
1742: result: 29952, correct: 29952, passed: yes
1743: result: 74499, correct: 74499, passed: yes
1744: result: 34051, correct: 34051, passed: yes
1745: result: 46774, correct: 46774, passed: yes
1746: result: 12940, correct: 12940, passed: yes
1747: result: 40260, correct: 40260, passed: yes
1748: result: 71601, correct: 71601, passed: yes
1749: result: 46816, correct: 46816, passed: yes
1750: result: 40302, correct: 40302, passed: yes
1751: result: 54525, correct: 54525, passed: yes
1752: result: 7261, correct: 7261, passed: yes
1753: result: 33797, correct: 33797, passed: yes
1754: result: 23381, correct: 23381, passed: yes
1755: result: 54304, correct: 54304, passed: yes
1756: result: 23234, correct: 23234, passed: yes
1757: result: 80836, correct: 80836, passed: yes
1758: result: 94139, correct: 94139, passed: yes
1759: result: 42482, correct: 42482, passed: yes
1760: result: 49062, correct: 49062, passed: yes
1761: result: 32395, correct: 32395, passed: yes
1762: result: 27827, correct: 27827, passed: yes
1763: result: 5886, correct: 5886, passed: yes
1764: result: 54287, correct: 54287, passed: yes
1765: result: 38629, correct: 38629, passed: yes
1766: result: 91681, correct: 91681, passed: yes
1767: result: 33743, correct: 33743, passed: yes
1768: result: 29644, correct: 29644, passed: yes
1769: result: 24630, correct: 24630, passed: yes
1770: result: 8708, correct: 8708, passed: yes
1771: result: 76178, correct: 76178, passed: yes
1772: result: 85709, correct: 85709, passed: yes
1773: result: 18519, correct: 18519, passed: yes
1774: result: 36136, correct: 36136, passed: yes
1775: result: 69284, correct: 69284, passed: yes
1776: result: 67515, correct: 67515, passed: yes
1777: result: 22916, correct: 22916, passed: yes
1778: result: 51323, correct: 51323, passed: yes
1779: result: 69090, correct: 69090, passed: yes
1780: result: 34906, correct: 34906, passed: yes
1781: result: 24947, correct: 24947, passed: yes
1782: result: 60140, correct: 60140, passed: yes
1783: result: 17299, correct: 17299, passed: yes
1784: result: 58634, correct: 58634, passed: yes
1785: result: 59728, correct: 59728, passed: yes
1786: result: 43472, correct: 43472, passed: yes
1787: result: 92501, correct: 92501, passed: yes
1788: result: 8188, correct: 8188, passed: yes
1789: result: 12381, correct: 12381, passed: yes
1790: result: 54572, correct: 54572, passed: yes
1791: result: 65386, correct: 65386, passed: yes
1792: result: 38996, correct: 38996, passed: yes
1793: result: 4558, correct: 4558, passed: yes
1794: result: 26280, correct: 26280, passed: yes
1795: result: 51520, correct: 51520, passed: yes
1796: result: 34689, correct: 34689, passed: yes
1797: result: 72426, correct: 72426, passed: yes
1798: result: 58339, correct: 58339, passed: yes
1799: result: 27299, correct: 27299, passed: yes
1800: result: 12657, correct: 12657, passed: yes
1801: result: 39814, correct: 39814, passed: yes
1802: result: 35566, correct: 35566, passed: yes
1803: result: 47616, correct: 47616, passed: yes
1804: result: 75944, correct: 75944, passed: yes
1805: result: 37724, correct: 37724, passed: yes
1806: result: 92740, correct: 92740, passed: yes
1807: result: 7410, correct: 7410, passed: yes
1808: result: 17368, correct: 17368, passed: yes
1809: result: 32579, correct: 32579, passed: yes
1810: result: 3558, correct: 3558, passed: yes
1811: result: 58071, correct: 58071, passed: yes
1812: result: 67498, correct: 67498, passed: yes
1813: result: 21112, correct: 21112, passed: yes
1814: result: 69976, correct: 69976, passed: yes
1815: result: 6581, correct: 6581, passed: yes
1816: result: 92858, correct: 92858, passed: yes
1817: result: 19702, correct: 19702, passed: yes
1818: result: 26997, correct: 26997, passed: yes
1819: result: 56009, correct: 56009, passed: yes
1820: result: 46285, correct: 46285, passed: yes
1821: result: 31403, correct: 31403, passed: yes
1822: result: 52685, correct: 52685, passed: yes
1823: result: 28796, correct: 28796, passed: yes
1824: result: 92962, correct: 92962, passed: yes
1825: result: 12334, correct: 12334, passed: yes
1826: result: 5369, correct: 5369, passed: yes
1827: result: 47127, correct: 47127, passed: yes
1828: result: 28888, correct: 28888, passed: yes
1829: result: 43979, correct: 43979, passed: yes
1830: result: 23475, correct: 23475, passed: yes
1831: result: 25382, correct: 25382, passed: yes
1832: result: 31724, correct: 31724, passed: yes
1833: result: 44817, correct: 44817, passed: yes
1834: result: 82149, correct: 82149, passed: yes
1835: result: 40031, correct: 40031, passed: yes
1836: result: 11980, correct: 11980, passed: yes
1837: result: 69099, correct: 69099, passed: yes
1838: result: 14106, correct: 14106, passed: yes
1839: result: 29368, correct: 29368, passed: yes
1840: result: 46494, correct: 46494, passed: yes
1841: result: 12511, correct: 12511, passed: yes
1842: result: 50391, correct: 50391, passed: yes
1843: result: 85386, correct: 85386, passed: yes
1844: result: 25583, correct: 25583, passed: yes
1845: result: 58296, correct: 58296, passed: yes
1846: result: 58748, correct: 58748, passed: yes
1847: result: 59415, correct: 59415, passed: yes
1848: result: 88014, correct: 88014, passed: yes
1849: result: 10494, correct: 10494, passed: yes
1850: result: 47500, correct: 47500, passed: yes
1851: result: 47621, correct: 47621, passed: yes
1852: result: 76798, correct: 76798, passed: yes
1853: result: 75930, correct: 75930, passed: yes
1854: result: 15035, correct: 15035, passed: yes
1855: result: 35916, correct: 35916, passed: yes
1856: result: 59570, correct: 59570, passed: yes
1857: result: 63311, correct: 63311, passed: yes
1858: result: 28860, correct: 28860, passed: yes
1859: result: 74673, correct: 74673, passed: yes
1860: result: 62369, correct: 62369, passed: yes
1861: result: 28560, correct: 28560, passed: yes
1862: result: 96182, correct: 96182, passed: yes
1863: result: 53351, correct: 53351, passed: yes
1864: result: 29101, correct: 29101, passed: yes
1865: result: 63033, correct: 63033, passed: yes
1866: result: 22979, correct: 22979, passed: yes
1867: result: 36195, correct: 36195, passed: yes
1868: result: 42841, correct: 42841, passed: yes
1869: result: 48560, correct: 48560, passed: yes
1870: result: 71773, correct: 71773, passed: yes
1871: result: 31622, correct: 31622, passed: yes
1872: result: 63606, correct: 63606, passed: yes
1873: result: 42469, correct: 42469, passed: yes
1874: result: 7860, correct: 7860, passed: yes
1875: result: 24389, correct: 24389, passed: yes
1876: result: 25695, correct: 25695, passed: yes
1877: result: 11817, correct: 11817, passed: yes
1878: result: 22595, correct: 22595, passed: yes
1879: result: 41778, correct: 41778, passed: yes
1880: result: 38874, correct: 38874, passed: yes
1881: result: 58340, correct: 58340, passed: yes
1882: result: 59789, correct: 59789, passed: yes
1883: result: 94445, correct: 94445, passed: yes
1884: result: 9793, correct: 9793, passed: yes
1885: result: 15531, correct: 15531, passed: yes
1886: result: 6575, correct: 6575, passed: yes
1887: result: 35659, correct: 35659, passed: yes
1888: result: 34252, correct: 34252, passed: yes
1889: result: 18031, correct: 18031, passed: yes
1890: result: 28677, correct: 28677, passed: yes
1891: result: 11657, correct: 11657, passed: yes
1892: result: 76925, correct: 76925, passed: yes
1893: result: 7816, correct: 7816, passed: yes
1894: result: 93537, correct: 93537, passed: yes
1895: result: 46261, correct: 46261, passed: yes
1896: result: 10338, correct: 10338, passed: yes
1897: result: 10006, correct: 10006, passed: yes
1898: result: 5309, correct: 5309, passed: yes
1899: result: 33413, correct: 33413, passed: yes
1900: result: 57257, correct: 57257, passed: yes
1901: result: 57122, correct: 57122, passed: yes
1902: result: 30955, correct: 30955, passed: yes
1903: result: 76561, correct: 76561, passed: yes
1904: result: 28560, correct: 28560, passed: yes
1905: result: 34533, correct: 34533, passed: yes
1906: result: 62866, correct: 62866, passed: yes
1907: result: 41307, correct: 41307, passed: yes
1908: result: 21671, correct: 21671, passed: yes
1909: result: 9986, correct: 9986, passed: yes
1910: result: 66907, correct: 66907, passed: yes
1911: result: 29354, correct: 29354, passed: yes
1912: result: 29381, correct: 29381, passed: yes
1913: result: 40241, correct: 40241, passed: yes
1914: result: 25947, correct: 25947, passed: yes
1915: result: 55283, correct: 55283, passed: yes
1916: result: 34554, correct: 34554, passed: yes
1917: result: 77428, correct: 77428, passed: yes
1918: result: 89808, correct: 89808, passed: yes
1919: result: 69360, correct: 69360, passed: yes
1920: result: 21889, correct: 21889, passed: yes
1921: result: 26761, correct: 26761, passed: yes
1922: result: 54239, correct: 54239, passed: yes
1923: result: 26180, correct: 26180, passed: yes
1924: result: 23335, correct: 23335, passed: yes
1925: result: 62415, correct: 62415, passed: yes
1926: result: 73512, correct: 73512, passed: yes
1927: result: 72678, correct: 72678, passed: yes
1928: result: 32888, correct: 32888, passed: yes
1929: result: 16876, correct: 16876, passed: yes
1930: result: 30783, correct: 30783, passed: yes
1931: result: 37241, correct: 37241, passed: yes
1932: result: 29332, correct: 29332, passed: yes
1933: result: 87728, correct: 87728, passed: yes
1934: result: 57442, correct: 57442, passed: yes
1935: result: 35028, correct: 35028, passed: yes
1936: result: 4031, correct: 4031, passed: yes
1937: result: 24636, correct: 24636, passed: yes
1938: result: 18319, correct: 18319, passed: yes
1939: result: 21902, correct: 21902, passed: yes
1940: result: 44122, correct: 44122, passed: yes
1941: result: 57191, correct: 57191, passed: yes
1942: result: 26953, correct: 26953, passed: yes
1943: result: 49451, correct: 49451, passed: yes
1944: result: 79672, correct: 79672, passed: yes
1945: result: 67021, correct: 67021, passed: yes
1946: result: 54039, correct: 54039, passed: yes
1947: result: 17715, correct: 17715, passed: yes
1948: result: 57441, correct: 57441, passed: yes
1949: result: 25276, correct: 25276, passed: yes
1950: result: 8346, correct: 8346, passed: yes
